nome_aluno,sexo_aluno,idade_aluno,escola_aluno,escolaridade_aluno,curso,professor,data_matricula,concluiu_curso,respostas_corretas,avaliacao_curso
Isabela Gomes Silva,Feminino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,19/05/2024,False,10,5
Carlos Silva Costa,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,09/08/2024,True,74,3
Maria Costa Santos,Feminino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,27/08/2024,True,77,4
Ana Carvalho Almeida,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,14/11/2024,True,71,1
Patrícia Pereira Costa,Feminino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,23/03/2023,True,85,5
Carlos Souza Oliveira,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,08/12/2023,False,63,5
Amanda Santos Silva,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,14/02/2023,True,92,5
Patrícia Santos Carvalho,Feminino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,16/12/2023,False,20,4
Isabela Gomes Costa,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,28/02/2024,False,13,2
Isabela Almeida Rodrigues,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,20/11/2024,False,53,4
Antônio Gomes Almeida,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,31/10/2023,True,78,5
Carlos Gomes Silva,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,25/06/2024,False,94,4
Fernanda Gomes Gomes,Feminino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,12/08/2023,True,99,4
Maria Gomes Almeida,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,24/04/2024,True,90,3
Juliana Rodrigues Souza,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,13/03/2023,True,72,2
Patrícia Costa Santos,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,11/07/2023,True,71,4
Gabriel Souza Oliveira,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,27/05/2023,True,88,5
Camila Rodrigues Silva,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,02/08/2024,False,33,5
Rafael Gomes Costa,Masculino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,24/03/2024,True,82,4
Daniel Pereira Santos,Masculino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,08/05/2024,False,6,1
Camila Pereira Carvalho,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,28/06/2024,True,100,4
Pedro Gomes Carvalho,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,06/01/2024,True,79,5
Fernando Souza Almeida,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,08/12/2023,False,61,4
Letícia Carvalho Almeida,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,13/02/2023,True,88,5
Pedro Souza Santos,Masculino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,27/07/2024,True,83,5
Antônio Almeida Gomes,Masculino,19,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,23/05/2024,True,95,5
Juliana Pereira Gomes,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,30/04/2024,False,73,4
Ana Rodrigues Silva,Feminino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,24/07/2024,True,85,1
Ana Silva Oliveira,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,02/12/2024,True,100,1
João Santos Almeida,Masculino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,10/03/2023,True,86,4
Pedro Silva Pereira,Masculino,18,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,24/11/2023,True,70,5
Juliana Rodrigues Gomes,Feminino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,22/02/2023,True,93,4
Letícia Costa Pereira,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,14/01/2023,True,81,4
Juliana Souza Carvalho,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,20/02/2023,False,33,4
Carlos Oliveira Rodrigues,Masculino,18,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,17/12/2023,True,73,5
Maria Santos Costa,Feminino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,23/05/2024,True,97,5
João Gomes Oliveira,Masculino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,03/05/2023,False,19,4
Juliana Souza Souza,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,03/10/2023,True,97,3
Isabela Costa Carvalho,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,02/07/2024,False,80,5
Ana Santos Rodrigues,Feminino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,17/10/2023,True,70,5
Amanda Almeida Pereira,Feminino,20,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,03/11/2023,True,84,5
Juliana Rodrigues Oliveira,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,12/07/2024,True,72,3
Beatriz Souza Rodrigues,Feminino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,22/09/2023,True,90,4
Camila Gomes Almeida,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,06/01/2024,True,80,5
Patrícia Carvalho Silva,Feminino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,04/10/2023,False,82,1
Juliana Pereira Almeida,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,08/01/2025,True,79,1
Rafael Costa Almeida,Masculino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,22/10/2023,False,51,4
Lucas Costa Pereira,Masculino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,27/02/2024,False,29,2
Gabriel Silva Santos,Masculino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,05/09/2023,True,92,2
Juliana Oliveira Rodrigues,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,03/12/2023,True,95,1
Pedro Carvalho Pereira,Masculino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,04/12/2023,True,93,3
Juliana Oliveira Gomes,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,23/09/2024,True,83,5
Beatriz Santos Costa,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,20/06/2023,True,99,3
Beatriz Souza Rodrigues,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,27/05/2023,True,70,4
Rafael Pereira Almeida,Masculino,18,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,30/05/2023,True,85,3
Amanda Pereira Silva,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,08/05/2023,True,85,4
Rafael Almeida Costa,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,10/11/2023,False,87,4
Gabriel Costa Souza,Masculino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,28/06/2023,True,87,5
Beatriz Souza Souza,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,10/09/2023,True,85,3
Patrícia Souza Silva,Feminino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,14/04/2023,False,19,3
Camila Silva Gomes,Feminino,19,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,11/06/2023,True,77,4
Ana Rodrigues Silva,Feminino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,09/04/2023,False,62,5
Amanda Costa Carvalho,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,11/10/2024,False,6,3
Gabriel Costa Rodrigues,Masculino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,16/01/2024,False,11,2
Antônio Silva Almeida,Masculino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,13/09/2023,False,93,5
Maria Costa Souza,Feminino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,12/03/2023,True,97,4
Beatriz Costa Costa,Feminino,18,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,25/08/2023,True,86,5
Gabriel Rodrigues Souza,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,18/05/2023,False,9,5
Fernanda Souza Costa,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,22/03/2024,False,40,1
João Costa Gomes,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,03/01/2024,True,83,4
Ana Pereira Souza,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,01/06/2024,True,94,4
João Santos Pereira,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,20/01/2025,True,74,4
Antônio Gomes Souza,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,31/01/2024,False,71,4
Letícia Almeida Carvalho,Feminino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,02/12/2024,True,83,5
Fernando Silva Gomes,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,03/07/2024,False,48,4
João Almeida Oliveira,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,11/01/2025,True,87,2
Beatriz Oliveira Souza,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,17/10/2023,True,86,3
Antônio Souza Silva,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,04/09/2024,True,88,4
Amanda Pereira Gomes,Feminino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,23/03/2023,True,85,3
Rafael Rodrigues Carvalho,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,17/01/2024,True,87,4
Ana Santos Rodrigues,Feminino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,26/12/2023,True,95,4
Patrícia Pereira Souza,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,03/08/2023,True,74,1
Lucas Costa Carvalho,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,08/08/2023,True,85,5
Patrícia Silva Souza,Feminino,15,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,07/05/2024,True,95,3
Ana Costa Pereira,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,16/04/2023,True,91,2
Camila Costa Costa,Feminino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,30/10/2023,True,71,4
Daniel Gomes Carvalho,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,08/10/2024,True,86,4
Gabriel Rodrigues Santos,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,16/10/2023,True,77,5
João Silva Gomes,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,11/06/2023,True,89,5
Marcos Pereira Santos,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,05/10/2023,True,82,3
Patrícia Costa Santos,Feminino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,29/05/2023,True,84,5
Maria Silva Oliveira,Feminino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,18/08/2023,False,36,1
Beatriz Almeida Santos,Feminino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,15/06/2024,True,71,5
Antônio Oliveira Carvalho,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,17/02/2024,True,92,4
Lucas Souza Gomes,Masculino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,12/05/2024,True,71,4
Patrícia Rodrigues Santos,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,18/09/2024,True,87,5
Camila Pereira Oliveira,Feminino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,11/12/2024,True,78,4
Patrícia Santos Souza,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,20/03/2023,True,71,3
Pedro Carvalho Silva,Masculino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,08/10/2024,True,73,5
Daniel Souza Gomes,Masculino,18,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,26/01/2023,True,99,5
Antônio Gomes Santos,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,23/01/2024,False,86,4
Beatriz Rodrigues Carvalho,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,06/03/2023,False,28,3
Ana Souza Santos,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,10/10/2024,True,70,5
Ana Souza Oliveira,Feminino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,24/08/2024,True,79,4
Antônio Costa Rodrigues,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,31/01/2024,True,79,5
Letícia Souza Santos,Feminino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,29/12/2023,False,49,3
Juliana Oliveira Almeida,Feminino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,25/02/2023,True,78,1
Marcos Pereira Pereira,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,10/09/2024,False,31,5
Rafael Gomes Pereira,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,14/03/2023,True,82,1
Rafael Almeida Costa,Masculino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,15/05/2024,False,50,3
Pedro Silva Carvalho,Masculino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,21/02/2024,False,21,4
Maria Rodrigues Pereira,Feminino,15,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,25/10/2023,False,51,4
Letícia Rodrigues Gomes,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,16/09/2023,True,84,1
Rafael Santos Silva,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,15/03/2023,True,100,5
Marcos Costa Gomes,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,07/02/2023,True,73,2
Marcos Santos Gomes,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,12/10/2023,True,75,5
Camila Pereira Santos,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,03/04/2024,True,77,3
Isabela Rodrigues Costa,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,06/05/2024,False,3,5
